,Review,Sentimen,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
41,realpict sukses selalu seller,Positif,realpict sukses selalu seller,"['realpict', 'sukses', 'selalu', 'seller']","['realpict', 'sukses', 'selalu', 'seller']","['realpict', 'sukses', 'selalu', 'seller']"
42,smuaa ok cuma ky nya kulitku yg ga cocok sm sunscreennya ngerasa lengket bgt makenya so sorry,Netral,semua ok cuma kaya nya kulitku yang enggak cocok sama sunscreennya merasa lengket banget makenya so sorry,"['semua', 'ok', 'cuma', 'kaya', 'nya', 'kulitku', 'yang', 'enggak', 'cocok', 'sama', 'sunscreennya', 'merasa', 'lengket', 'banget', 'makenya', 'so', 'sorry']","['semua', 'cuma', 'kaya', 'nya', 'kulitku', 'enggak', 'cocok', 'sama', 'sunscreennya', 'merasa', 'lengket', 'banget', 'makenya', 'so', 'sorry']","['semua', 'cuma', 'kaya', 'nya', 'kulit', 'enggak', 'cocok', 'sama', 'sunscreennya', 'rasa', 'lengket', 'banget', 'makenya', 'so', 'sorry']"
43,baru pertama coba semoga cocok pengemasan cepat dan aman pengiriman cepat,Positif,baru pertama coba semoga cocok pengemasan cepat dan aman pengiriman cepat,"['baru', 'pertama', 'coba', 'semoga', 'cocok', 'pengemasan', 'cepat', 'dan', 'aman', 'pengiriman', 'cepat']","['baru', 'pertama', 'coba', 'semoga', 'cocok', 'pengemasan', 'cepat', 'aman', 'pengiriman', 'cepat']","['baru', 'pertama', 'coba', 'moga', 'cocok', 'emas', 'cepat', 'aman', 'kirim', 'cepat']"
44,saya pesen dua paket twin pack dan lg yg ini harusanya saya terima produk tp saya hanya terima saya tidak sempat melakukan video unboxing jd td bisa klaim mohon untuk setelahnya lbh berhati dan memperhatikan produk yg akan dikirim apa sudah sesuai dgn pesanan atau blm,Negatif,saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat melakukan video unboxing jadi tadi bisa klaim mohon untuk setelahnya lebih berhati dan memperhatikan produk yang akan dikirim apa sudah sesuai dengan pesanan atau belum,"['saya', 'pesan', 'dua', 'paket', 'twin', 'pack', 'dan', 'lagi', 'yang', 'ini', 'harusanya', 'saya', 'terima', 'produk', 'tapi', 'saya', 'hanya', 'terima', 'saya', 'tidak', 'sempat', 'melakukan', 'video', 'unboxing', 'jadi', 'tadi', 'bisa', 'klaim', 'mohon', 'untuk', 'setelahnya', 'lebih', 'berhati', 'dan', 'memperhatikan', 'produk', 'yang', 'akan', 'dikirim', 'apa', 'sudah', 'sesuai', 'dengan', 'pesanan', 'atau', 'belum']","['pesan', 'paket', 'twin', 'pack', 'harusanya', 'terima', 'produk', 'terima', 'sempat', 'melakukan', 'video', 'unboxing', 'jadi', 'tadi', 'klaim', 'mohon', 'setelahnya', 'lebih', 'berhati', 'memperhatikan', 'produk', 'dikirim', 'apa', 'sesuai', 'pesanan']","['pesan', 'paket', 'twin', 'pack', 'harusanya', 'terima', 'produk', 'terima', 'sempat', 'laku', 'video', 'unboxing', 'jadi', 'tadi', 'klaim', 'mohon', 'telah', 'lebih', 'hati', 'perhati', 'produk', 'kirim', 'apa', 'sesuai', 'pesan']"
45,pelayanan admin nya jelek,Negatif,pelayanan admin nya jelek,"['pelayanan', 'admin', 'nya', 'jelek']","['pelayanan', 'admin', 'nya', 'jelek']","['layan', 'admin', 'nya', 'jelek']"
46,agak kesel ya aku udah nunggu barangnya dan yang dateng salah dong produknya mana di bungkusnya sesuai sama produk yang aku pesen alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah kirim kaya gini selain rugi di harga aku juga jadi kehilangan kepercayaan sama ini toko mana lama juga mana ini fotonya ga bisa dilampirkan pula ada tulisan ada gangguan di rumah toped gatau deh serah di cek aja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda,Negatif,agak kesel ya aku sudah menunggu barangnya dan yang datang salah dong produknya mana di bungkusnya sesuai sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah kirim kayak begini selain rugi di harga aku juga jadi kehilangan kepercayaan sama ini toko mana lama juga mana ini fotonya enggak bisa dilampirkan pula ada tulisan ada gangguan di rumah toped enggak tau deh serah di cek saja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda,"['agak', 'kesel', 'ya', 'aku', 'sudah', 'menunggu', 'barangnya', 'dan', 'yang', 'datang', 'salah', 'dong', 'produknya', 'mana', 'di', 'bungkusnya', 'sesuai', 'sama', 'produk', 'yang', 'aku', 'pesan', 'alhasil', 'aku', 'buka', 'tanpa', 'di', 'video', 'tolong', 'banget', 'kalau', 'semisal', 'packing', 'di', 'cek', 'dulu', 'jangan', 'salah', 'kirim', 'kayak', 'begini', 'selain', 'rugi', 'di', 'harga', 'aku', 'juga', 'jadi', 'kehilangan', 'kepercayaan', 'sama', 'ini', 'toko', 'mana', 'lama', 'juga', 'mana', 'ini', 'fotonya', 'enggak', 'bisa', 'dilampirkan', 'pula', 'ada', 'tulisan', 'ada', 'gangguan', 'di', 'rumah', 'toped', 'enggak', 'tau', 'deh', 'serah', 'di', 'cek', 'saja', 'di', 'data', 'gudang', 'seharusnya', 'data', 'pembelian', 'dan', 'produk', 'yang', 'ada', 'di', 'gudang', 'jumlahnya', 'beda']","['kesel', 'aku', 'menunggu', 'barangnya', 'datang', 'salah', 'dong', 'produknya', 'mana', 'bungkusnya', 'sesuai', 'sama', 'produk', 'aku', 'pesan', 'alhasil', 'aku', 'buka', 'video', 'banget', 'kalau', 'semisal', 'packing', 'cek', 'dulu', 'jangan', 'salah', 'kirim', 'kayak', 'begini', 'rugi', 'harga', 'aku', 'jadi', 'kehilangan', 'kepercayaan', 'sama', 'toko', 'mana', 'lama', 'mana', 'fotonya', 'enggak', 'dilampirkan', 'tulisan', 'gangguan', 'rumah', 'toped', 'enggak', 'tau', 'deh', 'serah', 'cek', 'data', 'gudang', 'data', 'pembelian', 'produk', 'gudang', 'jumlahnya', 'beda']","['kesel', 'aku', 'tunggu', 'barang', 'datang', 'salah', 'dong', 'produk', 'mana', 'bungkus', 'sesuai', 'sama', 'produk', 'aku', 'pesan', 'alhasil', 'aku', 'buka', 'video', 'banget', 'kalau', 'misal', 'packing', 'cek', 'dulu', 'jangan', 'salah', 'kirim', 'kayak', 'begini', 'rugi', 'harga', 'aku', 'jadi', 'hilang', 'percaya', 'sama', 'toko', 'mana', 'lama', 'mana', 'foto', 'enggak', 'lampir', 'tulis', 'ganggu', 'rumah', 'toped', 'enggak', 'tau', 'deh', 'serah', 'cek', 'data', 'gudang', 'data', 'beli', 'produk', 'gudang', 'jumlah', 'beda']"
47,barang yang dikirim cuman harusnya karena saya beli twin pack,Negatif,barang yang dikirim cuman harusnya karena saya beli twin pack,"['barang', 'yang', 'dikirim', 'cuman', 'harusnya', 'karena', 'saya', 'beli', 'twin', 'pack']","['barang', 'dikirim', 'cuman', 'harusnya', 'beli', 'twin', 'pack']","['barang', 'kirim', 'cuman', 'harus', 'beli', 'twin', 'pack']"
48,saya sudah pake harian di wajah saya jadi berminyak merah dan jadi beruntusan,Negatif,saya sudah pakai harian di wajah saya jadi berminyak merah dan jadi beruntusan,"['saya', 'sudah', 'pakai', 'harian', 'di', 'wajah', 'saya', 'jadi', 'berminyak', 'merah', 'dan', 'jadi', 'beruntusan']","['pakai', 'harian', 'wajah', 'jadi', 'berminyak', 'merah', 'jadi', 'beruntusan']","['pakai', 'hari', 'wajah', 'jadi', 'minyak', 'merah', 'jadi', 'beruntus']"
49,sesuai deskripsi,Positif,sesuai deskripsi,"['sesuai', 'deskripsi']","['sesuai', 'deskripsi']","['sesuai', 'deskripsi']"
50,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,Netral,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar']"
51,agak kecewa sm pengemasannya kardusnya peyok dalemnya gak ada bubble wrap biasanya ada bubble wrap nya untung paketnya aman,Negatif,agak kecewa sama pengemasannya kardusnya peyok dalemnya enggak ada bubble wrap biasanya ada bubble wrap nya untung paketnya aman,"['agak', 'kecewa', 'sama', 'pengemasannya', 'kardusnya', 'peyok', 'dalemnya', 'enggak', 'ada', 'bubble', 'wrap', 'biasanya', 'ada', 'bubble', 'wrap', 'nya', 'untung', 'paketnya', 'aman']","['kecewa', 'sama', 'pengemasannya', 'kardusnya', 'peyok', 'dalemnya', 'enggak', 'bubble', 'wrap', 'biasanya', 'bubble', 'wrap', 'nya', 'untung', 'paketnya', 'aman']","['kecewa', 'sama', 'emas', 'kardus', 'peyok', 'dalem', 'enggak', 'bubble', 'wrap', 'biasa', 'bubble', 'wrap', 'nya', 'untung', 'paket', 'aman']"
52,tipe kulitku kering,Netral,tipe kulitku kering,"['tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'kering']"
53,ini pertama kalinya saya tidak menerima barang pesanan saya secara lengkap sayangnya saya tidak melakukan video unboxing,Negatif,ini pertama kalinya saya tidak menerima barang pesanan saya secara lengkap sayangnya saya tidak melakukan video unboxing,"['ini', 'pertama', 'kalinya', 'saya', 'tidak', 'menerima', 'barang', 'pesanan', 'saya', 'secara', 'lengkap', 'sayangnya', 'saya', 'tidak', 'melakukan', 'video', 'unboxing']","['pertama', 'kalinya', 'menerima', 'barang', 'pesanan', 'lengkap', 'sayangnya', 'melakukan', 'video', 'unboxing']","['pertama', 'kali', 'terima', 'barang', 'pesan', 'lengkap', 'sayang', 'laku', 'video', 'unboxing']"
54,beli tgl mei chat admin katanya tgl bisa dikirim tp sampai sudah mau batal otomatis baru dikirim sampe di rmh tgl malem pdhal mau dibawa ke luar kota tgl mei krn melihat status ga dikirim akhirnya beli sama reseller di jakarta kecewa baru pertama kali pesan di official store tp pelayanan buruk dan pengiriman lama barang yg dikirim sesuai hanya tdk ada box atau bubble wrap kalo yg butuh cepat tolong pertimbangkan utk beli di official store,Negatif,beli tanggal mei chat admin katanya tanggal bisa dikirim tapi sampai sudah mau batal otomatis baru dikirim sampai di rumah tanggal malam padahal mau dibawa ke luar kota tanggal mei karena melihat status enggak dikirim akhirnya beli sama reseller di jakarta kecewa baru pertama kali pesan di official store tapi pelayanan buruk dan pengiriman lama barang yang dikirim sesuai hanya tidak ada box atau bubble wrap kalo yang butuh cepat tolong pertimbangkan untuk beli di official store,"['beli', 'tanggal', 'mei', 'chat', 'admin', 'katanya', 'tanggal', 'bisa', 'dikirim', 'tapi', 'sampai', 'sudah', 'mau', 'batal', 'otomatis', 'baru', 'dikirim', 'sampai', 'di', 'rumah', 'tanggal', 'malam', 'padahal', 'mau', 'dibawa', 'ke', 'luar', 'kota', 'tanggal', 'mei', 'karena', 'melihat', 'status', 'enggak', 'dikirim', 'akhirnya', 'beli', 'sama', 'reseller', 'di', 'jakarta', 'kecewa', 'baru', 'pertama', 'kali', 'pesan', 'di', 'official', 'store', 'tapi', 'pelayanan', 'buruk', 'dan', 'pengiriman', 'lama', 'barang', 'yang', 'dikirim', 'sesuai', 'hanya', 'tidak', 'ada', 'box', 'atau', 'bubble', 'wrap', 'kalo', 'yang', 'butuh', 'cepat', 'tolong', 'pertimbangkan', 'untuk', 'beli', 'di', 'official', 'store']","['beli', 'tanggal', 'mei', 'chat', 'admin', 'katanya', 'tanggal', 'dikirim', 'mau', 'batal', 'otomatis', 'baru', 'dikirim', 'rumah', 'tanggal', 'malam', 'padahal', 'mau', 'dibawa', 'luar', 'kota', 'tanggal', 'mei', 'melihat', 'status', 'enggak', 'dikirim', 'akhirnya', 'beli', 'sama', 'reseller', 'jakarta', 'kecewa', 'baru', 'pertama', 'kali', 'pesan', 'official', 'store', 'pelayanan', 'buruk', 'pengiriman', 'lama', 'barang', 'dikirim', 'sesuai', 'box', 'bubble', 'wrap', 'kalo', 'butuh', 'cepat', 'pertimbangkan', 'beli', 'official', 'store']","['beli', 'tanggal', 'mei', 'chat', 'admin', 'kata', 'tanggal', 'kirim', 'mau', 'batal', 'otomatis', 'baru', 'kirim', 'rumah', 'tanggal', 'malam', 'padahal', 'mau', 'bawa', 'luar', 'kota', 'tanggal', 'mei', 'lihat', 'status', 'enggak', 'kirim', 'akhir', 'beli', 'sama', 'reseller', 'jakarta', 'kecewa', 'baru', 'pertama', 'kali', 'pesan', 'official', 'store', 'layan', 'buruk', 'kirim', 'lama', 'barang', 'kirim', 'sesuai', 'box', 'bubble', 'wrap', 'kalo', 'butuh', 'cepat', 'timbang', 'beli', 'official', 'store']"
55,udahlah prosesnya lama bgt yg dikirim gk lengkap juga bilang dong kalo brgnya kosong gk bisa kasih review krn saya gak terima barang ini,Negatif,sudahlah prosesnya lama banget yang dikirim enggak lengkap juga bilang dong kalo brgnya kosong enggak bisa kasih review karena saya enggak terima barang ini,"['sudahlah', 'prosesnya', 'lama', 'banget', 'yang', 'dikirim', 'enggak', 'lengkap', 'juga', 'bilang', 'dong', 'kalo', 'brgnya', 'kosong', 'enggak', 'bisa', 'kasih', 'review', 'karena', 'saya', 'enggak', 'terima', 'barang', 'ini']","['sudahlah', 'prosesnya', 'lama', 'banget', 'dikirim', 'enggak', 'lengkap', 'bilang', 'dong', 'kalo', 'brgnya', 'kosong', 'enggak', 'kasih', 'review', 'enggak', 'terima', 'barang']","['sudah', 'proses', 'lama', 'banget', 'kirim', 'enggak', 'lengkap', 'bilang', 'dong', 'kalo', 'brgnya', 'kosong', 'enggak', 'kasih', 'review', 'enggak', 'terima', 'barang']"
56,saya kira membeli dari toko official bisa dapat pengemasan lebih baik saya terima kondisi kotak kemasan prpduk terbuka dan saya tanya chat penjual tdk direspond dg cepat tidak ada isi yg tumpah cm berharap kotak kemasan dr azarine bs lebih baik lg saya bs krm video unboxing,Negatif,saya kira membeli dari toko official bisa dapat pengemasan lebih baik saya terima kondisi kotak kemasan prpduk terbuka dan saya tanya chat penjual tidak direspond dengan cepat tidak ada isi yang tumpah cuma berharap kotak kemasan dari azarine bisa lebih baik lagi saya bisa kirim video unboxing,"['saya', 'kira', 'membeli', 'dari', 'toko', 'official', 'bisa', 'dapat', 'pengemasan', 'lebih', 'baik', 'saya', 'terima', 'kondisi', 'kotak', 'kemasan', 'prpduk', 'terbuka', 'dan', 'saya', 'tanya', 'chat', 'penjual', 'tidak', 'direspond', 'dengan', 'cepat', 'tidak', 'ada', 'isi', 'yang', 'tumpah', 'cuma', 'berharap', 'kotak', 'kemasan', 'dari', 'azarine', 'bisa', 'lebih', 'baik', 'lagi', 'saya', 'bisa', 'kirim', 'video', 'unboxing']","['kira', 'membeli', 'toko', 'official', 'pengemasan', 'lebih', 'baik', 'terima', 'kondisi', 'kotak', 'kemasan', 'prpduk', 'terbuka', 'tanya', 'chat', 'penjual', 'direspond', 'cepat', 'isi', 'tumpah', 'cuma', 'berharap', 'kotak', 'kemasan', 'azarine', 'lebih', 'baik', 'kirim', 'video', 'unboxing']","['kira', 'beli', 'toko', 'official', 'emas', 'lebih', 'baik', 'terima', 'kondisi', 'kotak', 'kemas', 'prpduk', 'buka', 'tanya', 'chat', 'jual', 'direspond', 'cepat', 'isi', 'tumpah', 'cuma', 'harap', 'kotak', 'kemas', 'azarine', 'lebih', 'baik', 'kirim', 'video', 'unboxing']"
57,tiap belanja pasti salah klo ga kurang barangnya ya salah barangnya ikhlasin aja semoga berkah kalo produknya cocok pelayanan nya aja kurang atau butuh karyawan,Negatif,tiap belanja pasti salah kalo enggak kurang barangnya ya salah barangnya ikhlasin saja semoga berkah kalo produknya cocok pelayanan nya saja kurang atau butuh karyawan,"['tiap', 'belanja', 'pasti', 'salah', 'kalo', 'enggak', 'kurang', 'barangnya', 'ya', 'salah', 'barangnya', 'ikhlasin', 'saja', 'semoga', 'berkah', 'kalo', 'produknya', 'cocok', 'pelayanan', 'nya', 'saja', 'kurang', 'atau', 'butuh', 'karyawan']","['tiap', 'belanja', 'salah', 'kalo', 'enggak', 'kurang', 'barangnya', 'salah', 'barangnya', 'ikhlasin', 'semoga', 'berkah', 'kalo', 'produknya', 'cocok', 'pelayanan', 'nya', 'kurang', 'butuh', 'karyawan']","['tiap', 'belanja', 'salah', 'kalo', 'enggak', 'kurang', 'barang', 'salah', 'barang', 'ikhlasin', 'moga', 'berkah', 'kalo', 'produk', 'cocok', 'layan', 'nya', 'kurang', 'butuh', 'karyawan']"
58,pelayanannya jelek bgt,Negatif,pelayanannya jelek banget,"['pelayanannya', 'jelek', 'banget']","['pelayanannya', 'jelek', 'banget']","['layan', 'jelek', 'banget']"
59,exp panjang thx,Negatif,exp panjang thanks,"['exp', 'panjang', 'thanks']","['exp', 'panjang', 'thanks']","['exp', 'panjang', 'thanks']"
60,dapet tekstur sudah keras dan menggumpal,Negatif,dapat tekstur sudah keras dan menggumpal,"['dapat', 'tekstur', 'sudah', 'keras', 'dan', 'menggumpal']","['tekstur', 'keras', 'menggumpal']","['tekstur', 'keras', 'gumpal']"
61,diterima dalam keaadan bocor seperti bekas lubang paku jd isinya tumpah jadi aku lem biar isinya gak tumpah baru pertama belanja disini malah kecewa padahal official store malas aja mau complain ntar lama lagi prosesnya,Negatif,diterima dalam keaadan bocor seperti bekas lubang paku jadi isinya tumpah jadi aku lem biar isinya enggak tumpah baru pertama belanja disini malah kecewa padahal official store malas saja mau complain entar lama lagi prosesnya,"['diterima', 'dalam', 'keaadan', 'bocor', 'seperti', 'bekas', 'lubang', 'paku', 'jadi', 'isinya', 'tumpah', 'jadi', 'aku', 'lem', 'biar', 'isinya', 'enggak', 'tumpah', 'baru', 'pertama', 'belanja', 'disini', 'malah', 'kecewa', 'padahal', 'official', 'store', 'malas', 'saja', 'mau', 'complain', 'entar', 'lama', 'lagi', 'prosesnya']","['diterima', 'keaadan', 'bocor', 'bekas', 'lubang', 'paku', 'jadi', 'isinya', 'tumpah', 'jadi', 'aku', 'lem', 'biar', 'isinya', 'enggak', 'tumpah', 'baru', 'pertama', 'belanja', 'disini', 'malah', 'kecewa', 'padahal', 'official', 'store', 'malas', 'mau', 'complain', 'entar', 'lama', 'prosesnya']","['terima', 'keaadan', 'bocor', 'bekas', 'lubang', 'paku', 'jadi', 'isi', 'tumpah', 'jadi', 'aku', 'lem', 'biar', 'isi', 'enggak', 'tumpah', 'baru', 'pertama', 'belanja', 'sini', 'malah', 'kecewa', 'padahal', 'official', 'store', 'malas', 'mau', 'complain', 'entar', 'lama', 'proses']"
62,teksturnya kental banget di aku kurang ngefek sih probably ga beli lagi,Negatif,teksturnya kental banget di aku kurang ngefek sih probably enggak beli lagi,"['teksturnya', 'kental', 'banget', 'di', 'aku', 'kurang', 'ngefek', 'sih', 'probably', 'enggak', 'beli', 'lagi']","['teksturnya', 'kental', 'banget', 'aku', 'kurang', 'ngefek', 'sih', 'probably', 'enggak', 'beli']","['tekstur', 'kental', 'banget', 'aku', 'kurang', 'ngefek', 'sih', 'probably', 'enggak', 'beli']"
63,botol semprotnya suka ngawur arahnya,Netral,botol semprotnya suka ngawur arahnya,"['botol', 'semprotnya', 'suka', 'ngawur', 'arahnya']","['botol', 'semprotnya', 'suka', 'ngawur', 'arahnya']","['botol', 'semprot', 'suka', 'ngawur', 'arah']"
64,produk baguss sering repurchase tapi suka kesel sama pumpnya isi masi banyak tapi gk kluar di pump susah kali pump nya,Netral,produk bagus sering repurchase tapi suka kesel sama pumpnya isi masih banyak tapi enggak keluar di pump susah kali pump nya,"['produk', 'bagus', 'sering', 'repurchase', 'tapi', 'suka', 'kesel', 'sama', 'pumpnya', 'isi', 'masih', 'banyak', 'tapi', 'enggak', 'keluar', 'di', 'pump', 'susah', 'kali', 'pump', 'nya']","['produk', 'bagus', 'sering', 'repurchase', 'suka', 'kesel', 'sama', 'pumpnya', 'isi', 'banyak', 'enggak', 'keluar', 'pump', 'susah', 'kali', 'pump', 'nya']","['produk', 'bagus', 'sering', 'repurchase', 'suka', 'kesel', 'sama', 'pumpnya', 'isi', 'banyak', 'enggak', 'keluar', 'pump', 'susah', 'kali', 'pump', 'nya']"
65,udah sering pake ini isinya banyak dan bahannya ga neko fkus melembabkan,Positif,sudah sering pakai ini isinya banyak dan bahannya enggak neko fokus melembabkan,"['sudah', 'sering', 'pakai', 'ini', 'isinya', 'banyak', 'dan', 'bahannya', 'enggak', 'neko', 'fokus', 'melembabkan']","['sering', 'pakai', 'isinya', 'banyak', 'bahannya', 'enggak', 'neko', 'fokus', 'melembabkan']","['sering', 'pakai', 'isi', 'banyak', 'bahan', 'enggak', 'neko', 'fokus', 'melembabkan']"
66,tekstur ringan pengiriman cepat,Positif,tekstur ringan pengiriman cepat,"['tekstur', 'ringan', 'pengiriman', 'cepat']","['tekstur', 'ringan', 'pengiriman', 'cepat']","['tekstur', 'ringan', 'kirim', 'cepat']"
67,respon toko nya cepet dan ramah belum dicoba mudah mudahan cocok,Positif,respon toko nya cepat dan ramah belum dicoba mudah mudahan cocok,"['respon', 'toko', 'nya', 'cepat', 'dan', 'ramah', 'belum', 'dicoba', 'mudah', 'mudahan', 'cocok']","['respon', 'toko', 'nya', 'cepat', 'ramah', 'dicoba', 'mudah', 'mudahan', 'cocok']","['respon', 'toko', 'nya', 'cepat', 'ramah', 'coba', 'mudah', 'mudah', 'cocok']"
68,sdh langganan sll beli disini,Positif,sudah langganan selalu beli disini,"['sudah', 'langganan', 'selalu', 'beli', 'disini']","['langganan', 'selalu', 'beli', 'disini']","['langgan', 'selalu', 'beli', 'sini']"
69,tutup pumpnya gak bisa berfungsi tp ok gentle bgt washnya,Positif,tutup pumpnya enggak bisa berfungsi tapi ok gentle banget washnya,"['tutup', 'pumpnya', 'enggak', 'bisa', 'berfungsi', 'tapi', 'ok', 'gentle', 'banget', 'washnya']","['tutup', 'pumpnya', 'enggak', 'berfungsi', 'gentle', 'banget', 'washnya']","['tutup', 'pumpnya', 'enggak', 'fungsi', 'gentle', 'banget', 'washnya']"
70,fw enak sih dipake nya terus byk busa nya jd pake sedikit aja tuh udah bisa full semuka ampe ke leher cocok bgt buat kulitku yang sensitif,Positif,face wash enak sih dipakai nya terus banyak busa nya jadi pakai sedikit saja tuh sudah bisa full semuka sampai ke leher cocok banget buat kulitku yang sensitif,"['face', 'wash', 'enak', 'sih', 'dipakai', 'nya', 'terus', 'banyak', 'busa', 'nya', 'jadi', 'pakai', 'sedikit', 'saja', 'tuh', 'sudah', 'bisa', 'full', 'semuka', 'sampai', 'ke', 'leher', 'cocok', 'banget', 'buat', 'kulitku', 'yang', 'sensitif']","['face', 'wash', 'enak', 'sih', 'dipakai', 'nya', 'terus', 'banyak', 'busa', 'nya', 'jadi', 'pakai', 'sedikit', 'tuh', 'full', 'semuka', 'leher', 'cocok', 'banget', 'buat', 'kulitku', 'sensitif']","['face', 'wash', 'enak', 'sih', 'pakai', 'nya', 'terus', 'banyak', 'busa', 'nya', 'jadi', 'pakai', 'sedikit', 'tuh', 'full', 'muka', 'leher', 'cocok', 'banget', 'buat', 'kulit', 'sensitif']"
71,material bagus packaging aman ga bocor tekstur gel langsung meresap aman dari fragrance packaging pump juga hygenis semoga kulit sensitif saya cocok terimakasih ya,Positif,material bagus packaging aman enggak bocor tekstur gel langsung meresap aman dari fragrance packaging pump juga hygenis semoga kulit sensitif saya cocok terima kasih ya,"['material', 'bagus', 'packaging', 'aman', 'enggak', 'bocor', 'tekstur', 'gel', 'langsung', 'meresap', 'aman', 'dari', 'fragrance', 'packaging', 'pump', 'juga', 'hygenis', 'semoga', 'kulit', 'sensitif', 'saya', 'cocok', 'terima', 'kasih', 'ya']","['material', 'bagus', 'packaging', 'aman', 'enggak', 'bocor', 'tekstur', 'gel', 'langsung', 'meresap', 'aman', 'fragrance', 'packaging', 'pump', 'hygenis', 'semoga', 'kulit', 'sensitif', 'cocok', 'terima', 'kasih']","['material', 'bagus', 'packaging', 'aman', 'enggak', 'bocor', 'tekstur', 'gel', 'langsung', 'resap', 'aman', 'fragrance', 'packaging', 'pump', 'hygenis', 'moga', 'kulit', 'sensitif', 'cocok', 'terima', 'kasih']"
72,bagus pasti ro,Positif,bagus pasti ro,"['bagus', 'pasti', 'ro']","['bagus', 'ro']","['bagus', 'ro']"
73,baguus bagus cocok,Positif,bagus bagus cocok,"['bagus', 'bagus', 'cocok']","['bagus', 'bagus', 'cocok']","['bagus', 'bagus', 'cocok']"
74,dapet bonus,Positif,dapat bonus,"['dapat', 'bonus']",['bonus'],['bonus']
75,dikasi free gift jg keren,Positif,dikasih free gift juga keren,"['dikasih', 'free', 'gift', 'juga', 'keren']","['dikasih', 'free', 'gift', 'keren']","['kasih', 'free', 'gift', 'keren']"
